index,Weight,Source,Target
"铜陵市,合肥市",31,铜陵市,合肥市
"三明市,嘉兴市",31,三明市,嘉兴市
"安顺市,毕节市",31,安顺市,毕节市
"泰州市,佛山市",31,泰州市,佛山市
"信阳市,洛阳市",31,信阳市,洛阳市
"太原市,西安市",31,太原市,西安市
"广州市,九江市",31,广州市,九江市
"深圳市,海南省",31,深圳市,海南省
"徐州市,青岛市",31,徐州市,青岛市
"哈尔滨市,七台河市",31,哈尔滨市,七台河市
"西宁市,玉树藏族自治州",31,西宁市,玉树藏族自治州
"北京市,鄂尔多斯市",31,北京市,鄂尔多斯市
"南宁市,普洱市",31,南宁市,普洱市
"重庆市,南京市",31,重庆市,南京市
"绍兴市,衢州市",31,绍兴市,衢州市
"宁波市,天津市",31,宁波市,天津市
"乐山市,平凉市",31,乐山市,平凉市
"北京市,汉中市",31,北京市,汉中市
"黔西南布依族苗族自治州,黔东南苗族侗族自治州",31,黔西南布依族苗族自治州,黔东南苗族侗族自治州
"温州市,临沂市",31,温州市,临沂市
"嘉兴市,宣城市",31,嘉兴市,宣城市
"内江市,凉山彝族自治州",31,内江市,凉山彝族自治州
"南平市,遵义市",31,南平市,遵义市
"深圳市,白城市",31,深圳市,白城市
"泉州市,黔南布依族苗族自治州",31,泉州市,黔南布依族苗族自治州
"聊城市,临沂市",30,聊城市,临沂市
"泉州市,汕头市",30,泉州市,汕头市
"济南市,海西蒙古族藏族自治州",30,济南市,海西蒙古族藏族自治州
"文山壮族苗族自治州,红河哈尼族彝族自治州",30,文山壮族苗族自治州,红河哈尼族彝族自治州
"武汉市,咸阳市",30,武汉市,咸阳市
"德宏傣族景颇族自治州,大理白族自治州",30,德宏傣族景颇族自治州,大理白族自治州
"北京市,孝感市",30,北京市,孝感市
"云浮市,江门市",30,云浮市,江门市
"赣州市,通化市",30,赣州市,通化市
"杭州市,三亚市",30,杭州市,三亚市
"驻马店市,深圳市",30,驻马店市,深圳市
"岳阳市,湘潭市",30,岳阳市,湘潭市
"南宁市,北京市",30,南宁市,北京市
"湘潭市,广州市",30,湘潭市,广州市
"宁德市,苏州市",30,宁德市,苏州市
"西宁市,宝鸡市",30,西宁市,宝鸡市
"黄石市,天津市",30,黄石市,天津市
"宁波市,泉州市",30,宁波市,泉州市
"天津市,太原市",30,天津市,太原市
"咸宁市,通化市",30,咸宁市,通化市
"商丘市,金华市",30,商丘市,金华市
"济南市,广州市",30,济南市,广州市
"青岛市,杭州市",30,青岛市,杭州市
"信阳市,重庆市",30,信阳市,重庆市
"马鞍山市,常州市",30,马鞍山市,常州市
"泰安市,淄博市",30,泰安市,淄博市
"南阳市,北京市",30,南阳市,北京市
"杭州市,黔西南布依族苗族自治州",30,杭州市,黔西南布依族苗族自治州
"洛阳市,滨州市",30,洛阳市,滨州市
"金昌市,兰州市",30,金昌市,兰州市
"六盘水市,遵义市",30,六盘水市,遵义市
"常德市,佛山市",30,常德市,佛山市
"开封市,重庆市",30,开封市,重庆市
"黔东南苗族侗族自治州,黔西南布依族苗族自治州",30,黔东南苗族侗族自治州,黔西南布依族苗族自治州
"杭州市,亳州市",30,杭州市,亳州市
"阜阳市,南京市",30,阜阳市,南京市
"泰安市,菏泽市",30,泰安市,菏泽市
"杭州市,池州市",30,杭州市,池州市
"北京市,锦州市",30,北京市,锦州市
"南京市,天津市",30,南京市,天津市
"南宁市,杭州市",30,南宁市,杭州市
"洛阳市,沈阳市",30,洛阳市,沈阳市
"吴忠市,石嘴山市",30,吴忠市,石嘴山市
"安阳市,平顶山市",30,安阳市,平顶山市
"湛江市,江门市",30,湛江市,江门市
"昆明市,牡丹江市",30,昆明市,牡丹江市
"重庆市,绍兴市",30,重庆市,绍兴市
"上饶市,湖北省",30,上饶市,湖北省
"昭通市,曲靖市",30,昭通市,曲靖市
"玉溪市,东莞市",30,玉溪市,东莞市
"东营市,临沂市",30,东营市,临沂市
"东莞市,台州市",30,东莞市,台州市
"亳州市,无锡市",30,亳州市,无锡市
"台州市,兴安盟",30,台州市,兴安盟
"苏州市,亳州市",30,苏州市,亳州市
"吉林市,四平市",30,吉林市,四平市
"台州市,蚌埠市",30,台州市,蚌埠市
"上海市,伊犁哈萨克自治州",30,上海市,伊犁哈萨克自治州
"西安市,乌鲁木齐市",30,西安市,乌鲁木齐市
"嘉兴市,沈阳市",30,嘉兴市,沈阳市
"温州市,宜春市",30,温州市,宜春市
"景德镇市,南昌市",30,景德镇市,南昌市
"沈阳市,四平市",30,沈阳市,四平市
"温州市,信阳市",30,温州市,信阳市
"温州市,哈尔滨市",30,温州市,哈尔滨市
"德阳市,金华市",30,德阳市,金华市
"上饶市,宜春市",30,上饶市,宜春市
"扬州市,东莞市",30,扬州市,东莞市
"黄石市,咸宁市",30,黄石市,咸宁市
"深圳市,荆门市",30,深圳市,荆门市
"金华市,厦门市",30,金华市,厦门市
"鹰潭市,湖北省",30,鹰潭市,湖北省
"锦州市,阜新市",30,锦州市,阜新市
"本溪市,大连市",30,本溪市,大连市
"汕头市,中山市",30,汕头市,中山市
"许昌市,三门峡市",30,许昌市,三门峡市
"成都市,汕尾市",30,成都市,汕尾市
"上饶市,乌鲁木齐市",30,上饶市,乌鲁木齐市
"镇江市,徐州市",30,镇江市,徐州市
"广州市,信阳市",30,广州市,信阳市
"西安市,福州市",30,西安市,福州市
"安康市,汉中市",30,安康市,汉中市
"潍坊市,郑州市",30,潍坊市,郑州市
"上海市,广安市",30,上海市,广安市
"鹰潭市,济南市",30,鹰潭市,济南市
"广州市,吉安市",30,广州市,吉安市
"杭州市,石家庄市",30,杭州市,石家庄市
"拉萨市,重庆市",30,拉萨市,重庆市
"河池市,桂林市",30,河池市,桂林市
"宿迁市,盐城市",30,宿迁市,盐城市
"重庆市,六盘水市",30,重庆市,六盘水市
"驻马店市,北京市",30,驻马店市,北京市
"杭州市,佛山市",30,杭州市,佛山市
"周口市,金华市",30,周口市,金华市
"佛山市,自贡市",30,佛山市,自贡市
"锦州市,北京市",30,锦州市,北京市
"泰安市,重庆市",30,泰安市,重庆市
"商洛市,安康市",30,商洛市,安康市
"大连市,烟台市",29,大连市,烟台市
"无锡市,深圳市",29,无锡市,深圳市
"苏州市,南昌市",29,苏州市,南昌市
"昭通市,普洱市",29,昭通市,普洱市
"九江市,上饶市",29,九江市,上饶市
"福州市,赣州市",29,福州市,赣州市
"绍兴市,长沙市",29,绍兴市,长沙市
"南昌市,重庆市",29,南昌市,重庆市
"呼和浩特市,延边朝鲜族自治州",29,呼和浩特市,延边朝鲜族自治州
"吐鲁番市,昌吉回族自治州",29,吐鲁番市,昌吉回族自治州
"聊城市,巴音郭楞蒙古自治州",29,聊城市,巴音郭楞蒙古自治州
"新余市,南昌市",29,新余市,南昌市
"沈阳市,广州市",29,沈阳市,广州市
"中山市,北京市",29,中山市,北京市
"阜阳市,广州市",29,阜阳市,广州市
"济宁市,淄博市",29,济宁市,淄博市
"钦州市,崇左市",29,钦州市,崇左市
"深圳市,盐城市",29,深圳市,盐城市
"重庆市,兰州市",29,重庆市,兰州市
"洛阳市,新乡市",29,洛阳市,新乡市
"杭州市,周口市",29,杭州市,周口市
"北京市,松原市",29,北京市,松原市
"金华市,九江市",29,金华市,九江市
"贺州市,梧州市",29,贺州市,梧州市
"张家口市,黔西南布依族苗族自治州",29,张家口市,黔西南布依族苗族自治州
"襄阳市,南阳市",29,襄阳市,南阳市
"安阳市,焦作市",29,安阳市,焦作市
"广州市,娄底市",29,广州市,娄底市
"深圳市,贵港市",29,深圳市,贵港市
"乌海市,塔城地区",29,乌海市,塔城地区
"南通市,北京市",29,南通市,北京市
"甘孜藏族自治州,黔东南苗族侗族自治州",29,甘孜藏族自治州,黔东南苗族侗族自治州
"海口市,上海市",29,海口市,上海市
"东莞市,贵港市",29,东莞市,贵港市
"商丘市,阳泉市",29,商丘市,阳泉市
"聊城市,泰安市",29,聊城市,泰安市
"喀什地区,塔城地区",29,喀什地区,塔城地区
"上海市,衢州市",29,上海市,衢州市
"揭阳市,中山市",29,揭阳市,中山市
"金华市,普洱市",29,金华市,普洱市
"南京市,池州市",29,南京市,池州市
"成都市,乌鲁木齐市",29,成都市,乌鲁木齐市
"常德市,怀化市",29,常德市,怀化市
"福州市,佛山市",29,福州市,佛山市
"泸州市,六盘水市",29,泸州市,六盘水市
"达州市,巴音郭楞蒙古自治州",29,达州市,巴音郭楞蒙古自治州
"上海市,呼和浩特市",29,上海市,呼和浩特市
"深圳市,吉林市",29,深圳市,吉林市
"深圳市,泰州市",29,深圳市,泰州市
"雅安市,凉山彝族自治州",29,雅安市,凉山彝族自治州
"杭州市,呼和浩特市",29,杭州市,呼和浩特市
"呼和浩特市,阿拉善盟",29,呼和浩特市,阿拉善盟
"杭州市,咸宁市",29,杭州市,咸宁市
"昆明市,凉山彝族自治州",29,昆明市,凉山彝族自治州
"梧州市,玉林市",29,梧州市,玉林市
"上海市,吉林市",29,上海市,吉林市
"深圳市,巴音郭楞蒙古自治州",29,深圳市,巴音郭楞蒙古自治州
"广州市,宜春市",29,广州市,宜春市
"绍兴市,合肥市",29,绍兴市,合肥市
"亳州市,温州市",29,亳州市,温州市
"芜湖市,湘西土家族苗族自治州",29,芜湖市,湘西土家族苗族自治州
"六安市,常州市",29,六安市,常州市
"盐城市,北京市",29,盐城市,北京市
"吉安市,上海市",29,吉安市,上海市
"深圳市,内江市",29,深圳市,内江市
"潍坊市,鹤岗市",29,潍坊市,鹤岗市
"海东市,北京市",29,海东市,北京市
"商丘市,亳州市",29,商丘市,亳州市
"周口市,深圳市",29,周口市,深圳市
"阜阳市,安庆市",29,阜阳市,安庆市
"盐城市,延边朝鲜族自治州",29,盐城市,延边朝鲜族自治州
"惠州市,揭阳市",29,惠州市,揭阳市
"天水市,酒泉市",29,天水市,酒泉市
"六盘水市,曲靖市",29,六盘水市,曲靖市
"宝鸡市,榆林市",29,宝鸡市,榆林市
"天水市,陇南市",29,天水市,陇南市
"南阳市,信阳市",29,南阳市,信阳市
"嘉兴市,伊犁哈萨克自治州",29,嘉兴市,伊犁哈萨克自治州
"天津市,长沙市",29,天津市,长沙市
"焦作市,广州市",29,焦作市,广州市
"济宁市,北京市",29,济宁市,北京市
"秦皇岛市,沈阳市",29,秦皇岛市,沈阳市
"平凉市,固原市",29,平凉市,固原市
"廊坊市,锡林郭勒盟",29,廊坊市,锡林郭勒盟
"安阳市,北京市",29,安阳市,北京市
"上饶市,嘉兴市",29,上饶市,嘉兴市
"马鞍山市,长春市",29,马鞍山市,长春市
"南昌市,昆明市",29,南昌市,昆明市
"抚州市,上饶市",29,抚州市,上饶市
"遵义市,成都市",29,遵义市,成都市
"嘉兴市,泉州市",29,嘉兴市,泉州市
"深圳市,宁德市",29,深圳市,宁德市
"成都市,六盘水市",29,成都市,六盘水市
"佛山市,合肥市",29,佛山市,合肥市
"三明市,东莞市",29,三明市,东莞市
"上饶市,长沙市",29,上饶市,长沙市
"牡丹江市,青岛市",29,牡丹江市,青岛市
"金华市,泉州市",29,金华市,泉州市
"南平市,天津市",29,南平市,天津市
"重庆市,曲靖市",29,重庆市,曲靖市
"湛江市,玉林市",29,湛江市,玉林市
"三明市,济南市",29,三明市,济南市
"苏州市,上饶市",29,苏州市,上饶市
"岳阳市,武汉市",29,岳阳市,武汉市
"南通市,黔东南苗族侗族自治州",29,南通市,黔东南苗族侗族自治州
"苏州市,安庆市",29,苏州市,安庆市
"海北藏族自治州,西宁市",29,海北藏族自治州,西宁市
"济南市,长春市",29,济南市,长春市
"宿州市,克拉玛依市",29,宿州市,克拉玛依市
"成都市,合肥市",29,成都市,合肥市
"石家庄市,大连市",29,石家庄市,大连市
"抚州市,赣州市",29,抚州市,赣州市
"佛山市,黔西南布依族苗族自治州",29,佛山市,黔西南布依族苗族自治州
"盘锦市,营口市",29,盘锦市,营口市
"延边朝鲜族自治州,呼伦贝尔市",29,延边朝鲜族自治州,呼伦贝尔市
"淄博市,临沂市",29,淄博市,临沂市
"张家口市,石家庄市",29,张家口市,石家庄市
"宁波市,亳州市",29,宁波市,亳州市
"湛江市,防城港市",28,湛江市,防城港市
"大庆市,大连市",28,大庆市,大连市
"嘉兴市,扬州市",28,嘉兴市,扬州市
"孝感市,上海市",28,孝感市,上海市
"成都市,无锡市",28,成都市,无锡市
"徐州市,中山市",28,徐州市,中山市
"无锡市,温州市",28,无锡市,温州市
"广州市,贺州市",28,广州市,贺州市
"荆州市,塔城地区",28,荆州市,塔城地区
"宁波市,防城港市",28,宁波市,防城港市
"乌兰察布市,包头市",28,乌兰察布市,包头市
"宁波市,宿州市",28,宁波市,宿州市
"临沧市,大理白族自治州",28,临沧市,大理白族自治州
"曲靖市,文山壮族苗族自治州",28,曲靖市,文山壮族苗族自治州
"玉溪市,楚雄彝族自治州",28,玉溪市,楚雄彝族自治州
"杭州市,烟台市",28,杭州市,烟台市
"泸州市,凉山彝族自治州",28,泸州市,凉山彝族自治州
"深圳市,太原市",28,深圳市,太原市
"佛山市,湘西土家族苗族自治州",28,佛山市,湘西土家族苗族自治州
"淄博市,巴音郭楞蒙古自治州",28,淄博市,巴音郭楞蒙古自治州
"郴州市,文山壮族苗族自治州",28,郴州市,文山壮族苗族自治州
"汕头市,漳州市",28,汕头市,漳州市
"武汉市,南阳市",28,武汉市,南阳市
"泰安市,聊城市",28,泰安市,聊城市
"宿州市,商丘市",28,宿州市,商丘市
"鹤壁市,焦作市",28,鹤壁市,焦作市
"辽阳市,大连市",28,辽阳市,大连市
"长沙市,三亚市",28,长沙市,三亚市
"宜春市,厦门市",28,宜春市,厦门市
"张掖市,兰州市",28,张掖市,兰州市
"沧州市,潍坊市",28,沧州市,潍坊市
"德阳市,阿坝藏族羌族自治州",28,德阳市,阿坝藏族羌族自治州
"日照市,通化市",28,日照市,通化市
"长春市,锡林郭勒盟",28,长春市,锡林郭勒盟
"九江市,黄冈市",28,九江市,黄冈市
"三明市,绍兴市",28,三明市,绍兴市
"菏泽市,重庆市",28,菏泽市,重庆市
"岳阳市,株洲市",28,岳阳市,株洲市
"上海市,菏泽市",28,上海市,菏泽市
"杭州市,长春市",28,杭州市,长春市
"临夏回族自治州,日喀则市",28,临夏回族自治州,日喀则市
"临沂市,广州市",28,临沂市,广州市
"四平市,白城市",28,四平市,白城市
"枣庄市,苏州市",28,枣庄市,苏州市
"洛阳市,北京市",28,洛阳市,北京市
"成都市,嘉兴市",28,成都市,嘉兴市
"蚌埠市,宁波市",28,蚌埠市,宁波市
"苏州市,湖北省",28,苏州市,湖北省
"温州市,铜仁市",28,温州市,铜仁市
"洛阳市,商丘市",28,洛阳市,商丘市
"福州市,三亚市",28,福州市,三亚市
"安庆市,金华市",28,安庆市,金华市
"那曲地区,拉萨市",28,那曲地区,拉萨市
"成都市,咸阳市",28,成都市,咸阳市
"鹰潭市,厦门市",28,鹰潭市,厦门市
"南宁市,长沙市",28,南宁市,长沙市
"绵阳市,普洱市",28,绵阳市,普洱市
"邢台市,保定市",28,邢台市,保定市
"阜阳市,沈阳市",28,阜阳市,沈阳市
"常德市,郑州市",28,常德市,郑州市
"武汉市,福州市",28,武汉市,福州市
"太原市,昌吉回族自治州",28,太原市,昌吉回族自治州
"牡丹江市,重庆市",28,牡丹江市,重庆市
"榆林市,巴彦淖尔市",28,榆林市,巴彦淖尔市
"宁德市,杭州市",28,宁德市,杭州市
"周口市,兴安盟",28,周口市,兴安盟
"滨州市,荆门市",28,滨州市,荆门市
"金华市,昆明市",28,金华市,昆明市
"周口市,伊犁哈萨克自治州",28,周口市,伊犁哈萨克自治州
"乌鲁木齐市,西安市",28,乌鲁木齐市,西安市
"嘉兴市,安康市",28,嘉兴市,安康市
"江门市,天津市",28,江门市,天津市
"无锡市,台州市",28,无锡市,台州市
"黑河市,齐齐哈尔市",28,黑河市,齐齐哈尔市
"白城市,通化市",28,白城市,通化市
"岳阳市,海北藏族自治州",28,岳阳市,海北藏族自治州
"郑州市,青岛市",28,郑州市,青岛市
"三明市,宁德市",28,三明市,宁德市
"宁波市,青岛市",28,宁波市,青岛市
"抚顺市,本溪市",28,抚顺市,本溪市
"乌鲁木齐市,和田地区",28,乌鲁木齐市,和田地区
"乌海市,呼和浩特市",28,乌海市,呼和浩特市
"亳州市,台州市",28,亳州市,台州市
"上饶市,烟台市",28,上饶市,烟台市
"常州市,金华市",28,常州市,金华市
"抚州市,厦门市",28,抚州市,厦门市
"吉林市,上海市",28,吉林市,上海市
"百色市,河池市",28,百色市,河池市
"北京市,巴中市",28,北京市,巴中市
"平顶山市,延边朝鲜族自治州",28,平顶山市,延边朝鲜族自治州
"深圳市,宿迁市",28,深圳市,宿迁市
"绵阳市,日喀则市",28,绵阳市,日喀则市
"咸宁市,呼伦贝尔市",28,咸宁市,呼伦贝尔市
"绍兴市,三亚市",28,绍兴市,三亚市
"达州市,佛山市",28,达州市,佛山市
"深圳市,随州市",28,深圳市,随州市
"绍兴市,贵阳市",28,绍兴市,贵阳市
"青岛市,长春市",28,青岛市,长春市
"南宁市,海北藏族自治州",28,南宁市,海北藏族自治州
"甘南藏族自治州,伊犁哈萨克自治州",28,甘南藏族自治州,伊犁哈萨克自治州
"宁波市,商丘市",28,宁波市,商丘市
"新乡市,洛阳市",28,新乡市,洛阳市
"北京市,株洲市",28,北京市,株洲市
"曲靖市,大理白族自治州",28,曲靖市,大理白族自治州
"赤峰市,巴彦淖尔市",28,赤峰市,巴彦淖尔市
"芜湖市,北京市",28,芜湖市,北京市
"阜新市,锦州市",28,阜新市,锦州市
"钦州市,广州市",28,钦州市,广州市
"杭州市,洛阳市",28,杭州市,洛阳市
"中山市,海南省",28,中山市,海南省
"雅安市,眉山市",28,雅安市,眉山市
"鞍山市,海西蒙古族藏族自治州",28,鞍山市,海西蒙古族藏族自治州
"湘潭市,黔东南苗族侗族自治州",28,湘潭市,黔东南苗族侗族自治州
"恩施土家族苗族自治州,佛山市",28,恩施土家族苗族自治州,佛山市
"宿迁市,宿州市",28,宿迁市,宿州市
"东莞市,孝感市",28,东莞市,孝感市
"阜阳市,台州市",28,阜阳市,台州市
"台州市,西安市",28,台州市,西安市
"东莞市,三亚市",28,东莞市,三亚市
"泰州市,黔南布依族苗族自治州",28,泰州市,黔南布依族苗族自治州
"南京市,东莞市",28,南京市,东莞市
"天津市,邢台市",28,天津市,邢台市
"广州市,南阳市",28,广州市,南阳市
"鞍山市,锦州市",28,鞍山市,锦州市
"莆田市,苏州市",28,莆田市,苏州市
"温州市,石家庄市",28,温州市,石家庄市
"昆明市,北京市",28,昆明市,北京市
"北京市,泰安市",28,北京市,泰安市
"上饶市,绍兴市",28,上饶市,绍兴市
"温州市,扬州市",28,温州市,扬州市
"石家庄市,郑州市",28,石家庄市,郑州市
"渭南市,呼和浩特市",27,渭南市,呼和浩特市
"北京市,南平市",27,北京市,南平市
"南阳市,杭州市",27,南阳市,杭州市
"天津市,承德市",27,天津市,承德市
"深圳市,娄底市",27,深圳市,娄底市
"天津市,包头市",27,天津市,包头市
"萍乡市,南昌市",27,萍乡市,南昌市
"上海市,牡丹江市",27,上海市,牡丹江市
"绍兴市,长春市",27,绍兴市,长春市
"温州市,玉溪市",27,温州市,玉溪市
"张掖市,庆阳市",27,张掖市,庆阳市
"青岛市,连云港市",27,青岛市,连云港市
"烟台市,济宁市",27,烟台市,济宁市
"广安市,贵阳市",27,广安市,贵阳市
"武汉市,济南市",27,武汉市,济南市
"邯郸市,深圳市",27,邯郸市,深圳市
"广州市,湘潭市",27,广州市,湘潭市
"南宁市,黔东南苗族侗族自治州",27,南宁市,黔东南苗族侗族自治州
"绍兴市,昆明市",27,绍兴市,昆明市
"苏州市,黄冈市",27,苏州市,黄冈市
"平凉市,兰州市",27,平凉市,兰州市
"宝鸡市,延安市",27,宝鸡市,延安市
"天津市,徐州市",27,天津市,徐州市
"温州市,新乡市",27,温州市,新乡市
"保定市,承德市",27,保定市,承德市
"怀化市,楚雄彝族自治州",27,怀化市,楚雄彝族自治州
"安庆市,常州市",27,安庆市,常州市
"广安市,昆明市",27,广安市,昆明市
"黄山市,黔西南布依族苗族自治州",27,黄山市,黔西南布依族苗族自治州
"河池市,来宾市",27,河池市,来宾市
"赣州市,泉州市",27,赣州市,泉州市
"宜宾市,昭通市",27,宜宾市,昭通市
"株洲市,益阳市",27,株洲市,益阳市
"哈尔滨市,烟台市",27,哈尔滨市,烟台市
"东莞市,南充市",27,东莞市,南充市
"天津市,张家口市",27,天津市,张家口市
"安康市,杭州市",27,安康市,杭州市
"运城市,上海市",27,运城市,上海市
"厦门市,西安市",27,厦门市,西安市
"苏州市,马鞍山市",27,苏州市,马鞍山市
"烟台市,聊城市",27,烟台市,聊城市
"宁波市,宜宾市",27,宁波市,宜宾市
"吉林市,白山市",27,吉林市,白山市
"深圳市,驻马店市",27,深圳市,驻马店市
"贵港市,呼伦贝尔市",27,贵港市,呼伦贝尔市
"滨州市,潍坊市",27,滨州市,潍坊市
"呼和浩特市,北京市",27,呼和浩特市,北京市
"南昌市,天津市",27,南昌市,天津市
"广安市,福州市",27,广安市,福州市
"莆田市,黔南布依族苗族自治州",27,莆田市,黔南布依族苗族自治州
"漳州市,南平市",27,漳州市,南平市
"湛江市,延边朝鲜族自治州",27,湛江市,延边朝鲜族自治州
"宁波市,宣城市",27,宁波市,宣城市
"重庆市,惠州市",27,重庆市,惠州市
"南昌市,南平市",27,南昌市,南平市
"乌鲁木齐市,成都市",27,乌鲁木齐市,成都市
"杭州市,蚌埠市",27,杭州市,蚌埠市
"宜春市,萍乡市",27,宜春市,萍乡市
"苏州市,常德市",27,苏州市,常德市
"金华市,巴音郭楞蒙古自治州",27,金华市,巴音郭楞蒙古自治州
"上海市,辽阳市",27,上海市,辽阳市
"驻马店市,广州市",27,驻马店市,广州市
"深圳市,北海市",27,深圳市,北海市
"福州市,上饶市",27,福州市,上饶市
"襄阳市,广州市",27,襄阳市,广州市
"丽水市,黔南布依族苗族自治州",27,丽水市,黔南布依族苗族自治州
"嘉兴市,内江市",27,嘉兴市,内江市
"东莞市,钦州市",27,东莞市,钦州市
"黄冈市,随州市",27,黄冈市,随州市
"梅州市,河源市",27,梅州市,河源市
"四平市,天津市",27,四平市,天津市
"中山市,清远市",27,中山市,清远市
"中山市,赣州市",27,中山市,赣州市
"自贡市,乐山市",27,自贡市,乐山市
"临夏回族自治州,酒泉市",27,临夏回族自治州,酒泉市
"邢台市,宿迁市",27,邢台市,宿迁市
"杭州市,淮安市",27,杭州市,淮安市
"榆林市,渭南市",27,榆林市,渭南市
"商丘市,南京市",27,商丘市,南京市
"佛山市,海口市",27,佛山市,海口市
"达州市,遵义市",27,达州市,遵义市
"嘉兴市,长春市",27,嘉兴市,长春市
"北京市,朝阳市",27,北京市,朝阳市
"榆林市,重庆市",27,榆林市,重庆市
"九江市,赣州市",27,九江市,赣州市
"深圳市,商丘市",27,深圳市,商丘市
"廊坊市,承德市",27,廊坊市,承德市
"贵港市,铜仁市",27,贵港市,铜仁市
"鞍山市,北京市",27,鞍山市,北京市
"广安市,金华市",27,广安市,金华市
"北京市,岳阳市",27,北京市,岳阳市
"深圳市,绍兴市",27,深圳市,绍兴市
"石家庄市,武汉市",27,石家庄市,武汉市
"百色市,崇左市",27,百色市,崇左市
"湖州市,湖北省",27,湖州市,湖北省
"平顶山市,驻马店市",27,平顶山市,驻马店市
"徐州市,兴安盟",27,徐州市,兴安盟
"阜阳市,黔西南布依族苗族自治州",27,阜阳市,黔西南布依族苗族自治州
"泉州市,潍坊市",27,泉州市,潍坊市
"海东市,宁波市",27,海东市,宁波市
"泉州市,中山市",27,泉州市,中山市
"安康市,咸阳市",27,安康市,咸阳市
"深圳市,广安市",27,深圳市,广安市
"长沙市,萍乡市",27,长沙市,萍乡市
"泰州市,连云港市",27,泰州市,连云港市
"潮州市,佛山市",27,潮州市,佛山市
"杭州市,漯河市",27,杭州市,漯河市
"鹤壁市,新乡市",27,鹤壁市,新乡市
"泸州市,宁波市",27,泸州市,宁波市
"宁波市,宁德市",27,宁波市,宁德市
"周口市,平顶山市",27,周口市,平顶山市
"丽水市,南平市",27,丽水市,南平市
"中山市,武汉市",27,中山市,武汉市
"惠州市,武汉市",27,惠州市,武汉市
"塔城地区,克拉玛依市",27,塔城地区,克拉玛依市
"连云港市,镇江市",27,连云港市,镇江市
"阜阳市,绍兴市",27,阜阳市,绍兴市
"洛阳市,周口市",27,洛阳市,周口市
"成都市,韶关市",27,成都市,韶关市
"上饶市,吉安市",27,上饶市,吉安市
"长沙市,阿勒泰地区",27,长沙市,阿勒泰地区
"北京市,东营市",27,北京市,东营市
"安庆市,南通市",27,安庆市,南通市
"宁波市,郑州市",27,宁波市,郑州市
"南京市,青岛市",27,南京市,青岛市
"滁州市,西安市",27,滁州市,西安市
"昆明市,东莞市",27,昆明市,东莞市
"惠州市,上海市",27,惠州市,上海市
"衢州市,嘉兴市",27,衢州市,嘉兴市
"苏州市,南宁市",27,苏州市,南宁市
"深圳市,银川市",27,深圳市,银川市
"苏州市,南阳市",27,苏州市,南阳市
"西安市,杭州市",27,西安市,杭州市
"武汉市,石家庄市",27,武汉市,石家庄市
"北京市,常德市",27,北京市,常德市
"济南市,呼伦贝尔市",27,济南市,呼伦贝尔市
"青岛市,广州市",27,青岛市,广州市
"临夏回族自治州,上海市",27,临夏回族自治州,上海市
"北京市,西双版纳傣族自治州",27,北京市,西双版纳傣族自治州
"马鞍山市,福州市",27,马鞍山市,福州市
"六安市,杭州市",27,六安市,杭州市
"北京市,吉安市",27,北京市,吉安市
"北京市,阳泉市",27,北京市,阳泉市
"湘潭市,黔南布依族苗族自治州",27,湘潭市,黔南布依族苗族自治州
"上海市,汉中市",27,上海市,汉中市
"东莞市,海口市",26,东莞市,海口市
"烟台市,德州市",26,烟台市,德州市
"南昌市,温州市",26,南昌市,温州市
"柳州市,百色市",26,柳州市,百色市
"绍兴市,菏泽市",26,绍兴市,菏泽市
"渭南市,铜川市",26,渭南市,铜川市
"张家口市,唐山市",26,张家口市,唐山市
"嘉兴市,上饶市",26,嘉兴市,上饶市
"马鞍山市,滁州市",26,马鞍山市,滁州市
"深圳市,烟台市",26,深圳市,烟台市
"玉林市,防城港市",26,玉林市,防城港市
"安庆市,深圳市",26,安庆市,深圳市
"南平市,温州市",26,南平市,温州市
"滁州市,重庆市",26,滁州市,重庆市
"南平市,东莞市",26,南平市,东莞市
"毕节市,昆明市",26,毕节市,昆明市
"上海市,沧州市",26,上海市,沧州市
"重庆市,眉山市",26,重庆市,眉山市
"周口市,阜阳市",26,周口市,阜阳市
"滨州市,临沂市",26,滨州市,临沂市
"宜宾市,温州市",26,宜宾市,温州市
"金华市,景德镇市",26,金华市,景德镇市
"广州市,南通市",26,广州市,南通市
"西安市,黔西南布依族苗族自治州",26,西安市,黔西南布依族苗族自治州
"北京市,宁德市",26,北京市,宁德市
"株洲市,邵阳市",26,株洲市,邵阳市
"陇南市,兰州市",26,陇南市,兰州市
"上饶市,惠州市",26,上饶市,惠州市
"合肥市,东莞市",26,合肥市,东莞市
"天津市,合肥市",26,天津市,合肥市
"龙岩市,黔南布依族苗族自治州",26,龙岩市,黔南布依族苗族自治州
"海东市,广州市",26,海东市,广州市
"潍坊市,泰安市",26,潍坊市,泰安市
"邢台市,南宁市",26,邢台市,南宁市
"徐州市,合肥市",26,徐州市,合肥市
"苏州市,湘西土家族苗族自治州",26,苏州市,湘西土家族苗族自治州
"宣城市,湖州市",26,宣城市,湖州市
"德州市,潍坊市",26,德州市,潍坊市
"莆田市,达州市",26,莆田市,达州市
"荆州市,恩施土家族苗族自治州",26,荆州市,恩施土家族苗族自治州
"北京市,黄冈市",26,北京市,黄冈市
"佛山市,铜仁市",26,佛山市,铜仁市
"酒泉市,兰州市",26,酒泉市,兰州市
