index,Weight,Source,Target
"济宁市,济南市",116,济宁市,济南市
"扬州市,新疆维吾尔自治区",116,扬州市,新疆维吾尔自治区
"安康市,重庆市",116,安康市,重庆市
"临夏回族自治州,海西蒙古族藏族自治州",116,临夏回族自治州,海西蒙古族藏族自治州
"菏泽市,海西蒙古族藏族自治州",116,菏泽市,海西蒙古族藏族自治州
"怀化市,长沙市",116,怀化市,长沙市
"毕节市,六盘水市",116,毕节市,六盘水市
"上海市,徐州市",116,上海市,徐州市
"乌鲁木齐市,阿勒泰地区",116,乌鲁木齐市,阿勒泰地区
"盐城市,连云港市",116,盐城市,连云港市
"厦门市,三明市",115,厦门市,三明市
"南京市,连云港市",115,南京市,连云港市
"南宁市,广州市",114,南宁市,广州市
"四平市,通化市",114,四平市,通化市
"深圳市,宁波市",114,深圳市,宁波市
"温州市,福州市",114,温州市,福州市
"松原市,白城市",114,松原市,白城市
"河池市,黔南布依族苗族自治州",114,河池市,黔南布依族苗族自治州
"杭州市,北京市",114,杭州市,北京市
"南昌市,深圳市",114,南昌市,深圳市
"杭州市,成都市",114,杭州市,成都市
"牡丹江市,哈尔滨市",114,牡丹江市,哈尔滨市
"广州市,潮州市",114,广州市,潮州市
"广州市,苏州市",114,广州市,苏州市
"重庆市,武汉市",113,重庆市,武汉市
"盐城市,常州市",113,盐城市,常州市
"包头市,锡林郭勒盟",113,包头市,锡林郭勒盟
"泰州市,盐城市",113,泰州市,盐城市
"绍兴市,嘉兴市",113,绍兴市,嘉兴市
"合肥市,池州市",113,合肥市,池州市
"北京市,信阳市",113,北京市,信阳市
"上海市,青岛市",113,上海市,青岛市
"石家庄市,北京市",113,石家庄市,北京市
"榆林市,延安市",113,榆林市,延安市
"兰州市,陇南市",113,兰州市,陇南市
"潮州市,汕头市",113,潮州市,汕头市
"石家庄市,重庆市",113,石家庄市,重庆市
"萍乡市,塔城地区",112,萍乡市,塔城地区
"长治市,太原市",112,长治市,太原市
"上海市,南昌市",112,上海市,南昌市
"郴州市,长沙市",112,郴州市,长沙市
"鞍山市,辽阳市",112,鞍山市,辽阳市
"广州市,玉林市",112,广州市,玉林市
"成都市,莆田市",112,成都市,莆田市
"郴州市,株洲市",112,郴州市,株洲市
"郑州市,塔城地区",112,郑州市,塔城地区
"常州市,盐城市",112,常州市,盐城市
"潮州市,广州市",112,潮州市,广州市
"合肥市,南京市",112,合肥市,南京市
"东莞市,武汉市",112,东莞市,武汉市
"扬州市,南京市",112,扬州市,南京市
"兰州市,天水市",112,兰州市,天水市
"东莞市,巴音郭楞蒙古自治州",112,东莞市,巴音郭楞蒙古自治州
"徐州市,上海市",112,徐州市,上海市
"南京市,芜湖市",111,南京市,芜湖市
"长沙市,武汉市",111,长沙市,武汉市
"东莞市,茂名市",111,东莞市,茂名市
"梅州市,佛山市",111,梅州市,佛山市
"德阳市,重庆市",111,德阳市,重庆市
"西安市,成都市",111,西安市,成都市
"盐城市,南京市",110,盐城市,南京市
"六盘水市,毕节市",110,六盘水市,毕节市
"常州市,泰州市",110,常州市,泰州市
"成都市,漳州市",110,成都市,漳州市
"秦皇岛市,唐山市",110,秦皇岛市,唐山市
"绍兴市,上海市",110,绍兴市,上海市
"广州市,三亚市",110,广州市,三亚市
"漳州市,龙岩市",110,漳州市,龙岩市
"深圳市,福州市",110,深圳市,福州市
"淮安市,上海市",110,淮安市,上海市
"上海市,宿迁市",110,上海市,宿迁市
"雅安市,甘孜藏族自治州",110,雅安市,甘孜藏族自治州
"辽阳市,鞍山市",109,辽阳市,鞍山市
"吐鲁番市,巴音郭楞蒙古自治州",109,吐鲁番市,巴音郭楞蒙古自治州
"郑州市,三门峡市",109,郑州市,三门峡市
"重庆市,苏州市",109,重庆市,苏州市
"北京市,宁波市",109,北京市,宁波市
"南通市,南京市",109,南通市,南京市
"北京市,贵阳市",108,北京市,贵阳市
"杭州市,南京市",108,杭州市,南京市
"鞍山市,营口市",108,鞍山市,营口市
"成都市,巴音郭楞蒙古自治州",108,成都市,巴音郭楞蒙古自治州
"吉林市,通化市",108,吉林市,通化市
"安庆市,呼伦贝尔市",108,安庆市,呼伦贝尔市
"杭州市,广州市",108,杭州市,广州市
"吴忠市,中卫市",108,吴忠市,中卫市
"北京市,徐州市",108,北京市,徐州市
"河源市,惠州市",108,河源市,惠州市
"桂林市,柳州市",108,桂林市,柳州市
"丽水市,宁波市",108,丽水市,宁波市
"周口市,呼伦贝尔市",108,周口市,呼伦贝尔市
"长春市,白城市",107,长春市,白城市
"乐山市,重庆市",107,乐山市,重庆市
"北京市,昆明市",107,北京市,昆明市
"北京市,包头市",107,北京市,包头市
"深圳市,衡阳市",107,深圳市,衡阳市
"沈阳市,长春市",107,沈阳市,长春市
"北京市,衡水市",107,北京市,衡水市
"上饶市,温州市",107,上饶市,温州市
"烟台市,济南市",107,烟台市,济南市
"台州市,武汉市",106,台州市,武汉市
"广州市,黔南布依族苗族自治州",106,广州市,黔南布依族苗族自治州
"邵阳市,六盘水市",106,邵阳市,六盘水市
"西双版纳傣族自治州,昆明市",106,西双版纳傣族自治州,昆明市
"钦州市,呼伦贝尔市",106,钦州市,呼伦贝尔市
"枣庄市,新疆维吾尔自治区",106,枣庄市,新疆维吾尔自治区
"沧州市,廊坊市",106,沧州市,廊坊市
"宁德市,厦门市",106,宁德市,厦门市
"遂宁市,巴音郭楞蒙古自治州",106,遂宁市,巴音郭楞蒙古自治州
"重庆市,内江市",106,重庆市,内江市
"湛江市,中山市",106,湛江市,中山市
"嘉兴市,天津市",106,嘉兴市,天津市
"三门峡市,洛阳市",106,三门峡市,洛阳市
"濮阳市,安阳市",106,濮阳市,安阳市
"温州市,武汉市",106,温州市,武汉市
"金华市,南昌市",106,金华市,南昌市
"宿州市,徐州市",106,宿州市,徐州市
"芜湖市,上海市",105,芜湖市,上海市
"白城市,延边朝鲜族自治州",105,白城市,延边朝鲜族自治州
"伊犁哈萨克自治州,乌鲁木齐市",105,伊犁哈萨克自治州,乌鲁木齐市
"天津市,上海市",105,天津市,上海市
"菏泽市,济宁市",105,菏泽市,济宁市
"辽源市,四平市",105,辽源市,四平市
"伊犁哈萨克自治州,塔城地区",105,伊犁哈萨克自治州,塔城地区
"成都市,三明市",104,成都市,三明市
"铜仁市,贵阳市",104,铜仁市,贵阳市
"随州市,湖北省",104,随州市,湖北省
"沈阳市,葫芦岛市",104,沈阳市,葫芦岛市
"岳阳市,东莞市",104,岳阳市,东莞市
"武汉市,东莞市",104,武汉市,东莞市
"贵港市,南宁市",104,贵港市,南宁市
"新乡市,安阳市",104,新乡市,安阳市
"长沙市,上海市",104,长沙市,上海市
"淮安市,无锡市",104,淮安市,无锡市
"通化市,长春市",104,通化市,长春市
"徐州市,连云港市",104,徐州市,连云港市
"苏州市,北京市",104,苏州市,北京市
"无锡市,淮安市",103,无锡市,淮安市
"宁德市,泉州市",103,宁德市,泉州市
"广州市,大理白族自治州",103,广州市,大理白族自治州
"兰州市,西宁市",103,兰州市,西宁市
"龙岩市,泉州市",103,龙岩市,泉州市
"成都市,西安市",103,成都市,西安市
"许昌市,平顶山市",103,许昌市,平顶山市
"兰州市,庆阳市",103,兰州市,庆阳市
"南京市,重庆市",103,南京市,重庆市
"揭阳市,汕头市",103,揭阳市,汕头市
"北京市,大同市",103,北京市,大同市
"金华市,苏州市",103,金华市,苏州市
"齐齐哈尔市,牡丹江市",103,齐齐哈尔市,牡丹江市
"十堰市,武汉市",103,十堰市,武汉市
"广州市,延边朝鲜族自治州",102,广州市,延边朝鲜族自治州
"金华市,嘉兴市",102,金华市,嘉兴市
"温州市,北京市",102,温州市,北京市
"郑州市,北京市",102,郑州市,北京市
"七台河市,鸡西市",102,七台河市,鸡西市
"荆州市,宜昌市",102,荆州市,宜昌市
"平顶山市,漯河市",102,平顶山市,漯河市
"太原市,运城市",102,太原市,运城市
"唐山市,天津市",102,唐山市,天津市
"白银市,兰州市",102,白银市,兰州市
"鄂尔多斯市,巴彦淖尔市",101,鄂尔多斯市,巴彦淖尔市
"淮安市,常州市",101,淮安市,常州市
"潍坊市,济南市",101,潍坊市,济南市
"厦门市,上海市",101,厦门市,上海市
"佛山市,云浮市",101,佛山市,云浮市
"杭州市,黔东南苗族侗族自治州",101,杭州市,黔东南苗族侗族自治州
"成都市,南宁市",101,成都市,南宁市
"六盘水市,黔南布依族苗族自治州",101,六盘水市,黔南布依族苗族自治州
"宁波市,广州市",101,宁波市,广州市
"固原市,中卫市",101,固原市,中卫市
"沈阳市,重庆市",100,沈阳市,重庆市
"三明市,深圳市",100,三明市,深圳市
"南京市,宁波市",100,南京市,宁波市
"扬州市,上海市",100,扬州市,上海市
"龙岩市,漳州市",100,龙岩市,漳州市
"淮安市,盐城市",100,淮安市,盐城市
"厦门市,广州市",100,厦门市,广州市
"铜川市,西安市",100,铜川市,西安市
"株洲市,衡阳市",100,株洲市,衡阳市
"廊坊市,保定市",100,廊坊市,保定市
"泸州市,遵义市",100,泸州市,遵义市
"杭州市,深圳市",100,杭州市,深圳市
"东莞市,肇庆市",100,东莞市,肇庆市
"塔城地区,博尔塔拉蒙古自治州",100,塔城地区,博尔塔拉蒙古自治州
"福州市,重庆市",100,福州市,重庆市
"绍兴市,台州市",100,绍兴市,台州市
"荆州市,重庆市",100,荆州市,重庆市
"兰州市,张掖市",99,兰州市,张掖市
"徐州市,无锡市",99,徐州市,无锡市
"衡水市,石家庄市",99,衡水市,石家庄市
"惠州市,佛山市",99,惠州市,佛山市
"成都市,南昌市",99,成都市,南昌市
"嘉兴市,北京市",99,嘉兴市,北京市
"中山市,南宁市",99,中山市,南宁市
"扬州市,常州市",99,扬州市,常州市
"哈尔滨市,鹤岗市",99,哈尔滨市,鹤岗市
"西安市,塔城地区",98,西安市,塔城地区
"哈尔滨市,天津市",98,哈尔滨市,天津市
"深圳市,岳阳市",98,深圳市,岳阳市
"淄博市,青岛市",98,淄博市,青岛市
"株洲市,广州市",98,株洲市,广州市
"杭州市,舟山市",98,杭州市,舟山市
"曲靖市,普洱市",98,曲靖市,普洱市
"郑州市,鹤壁市",98,郑州市,鹤壁市
"自贡市,重庆市",98,自贡市,重庆市
"中卫市,吴忠市",98,中卫市,吴忠市
"成都市,铜仁市",98,成都市,铜仁市
"上海市,哈尔滨市",98,上海市,哈尔滨市
"日照市,临沂市",98,日照市,临沂市
"北京市,厦门市",98,北京市,厦门市
"德州市,天津市",97,德州市,天津市
"重庆市,南充市",97,重庆市,南充市
"巴彦淖尔市,阿拉善盟",97,巴彦淖尔市,阿拉善盟
"岳阳市,重庆市",97,岳阳市,重庆市
"吉安市,赣州市",97,吉安市,赣州市
"嘉兴市,无锡市",97,嘉兴市,无锡市
"安庆市,苏州市",97,安庆市,苏州市
"上饶市,上海市",97,上饶市,上海市
"那曲地区,那曲市",97,那曲地区,那曲市
"连云港市,盐城市",97,连云港市,盐城市
"东莞市,衡阳市",97,东莞市,衡阳市
"上海市,阜阳市",97,上海市,阜阳市
"宜宾市,巴音郭楞蒙古自治州",97,宜宾市,巴音郭楞蒙古自治州
"萍乡市,博尔塔拉蒙古自治州",97,萍乡市,博尔塔拉蒙古自治州
"东莞市,上海市",97,东莞市,上海市
"运城市,郑州市",96,运城市,郑州市
"广州市,巴音郭楞蒙古自治州",96,广州市,巴音郭楞蒙古自治州
"石家庄市,沧州市",96,石家庄市,沧州市
"赣州市,深圳市",96,赣州市,深圳市
"西安市,海西蒙古族藏族自治州",96,西安市,海西蒙古族藏族自治州
"珠海市,郑州市",96,珠海市,郑州市
"临沧市,普洱市",96,临沧市,普洱市
"吉安市,南昌市",96,吉安市,南昌市
"青岛市,菏泽市",96,青岛市,菏泽市
"牡丹江市,延边朝鲜族自治州",95,牡丹江市,延边朝鲜族自治州
"上海市,沈阳市",95,上海市,沈阳市
"攀枝花市,凉山彝族自治州",95,攀枝花市,凉山彝族自治州
"商丘市,上海市",95,商丘市,上海市
"吉林市,沈阳市",95,吉林市,沈阳市
"成都市,金华市",95,成都市,金华市
"赤峰市,呼伦贝尔市",95,赤峰市,呼伦贝尔市
"广州市,厦门市",95,广州市,厦门市
"嘉兴市,郑州市",95,嘉兴市,郑州市
"泰州市,常州市",95,泰州市,常州市
"北京市,黔东南苗族侗族自治州",95,北京市,黔东南苗族侗族自治州
"南阳市,襄阳市",94,南阳市,襄阳市
"哈尔滨市,兴安盟",94,哈尔滨市,兴安盟
"南平市,泉州市",94,南平市,泉州市
"临沂市,日照市",94,临沂市,日照市
"常德市,深圳市",94,常德市,深圳市
"遵义市,黔西南布依族苗族自治州",94,遵义市,黔西南布依族苗族自治州
"沧州市,保定市",94,沧州市,保定市
"新乡市,焦作市",94,新乡市,焦作市
"石家庄市,唐山市",94,石家庄市,唐山市
"海东市,上海市",94,海东市,上海市
"聊城市,濮阳市",94,聊城市,濮阳市
"西安市,上海市",94,西安市,上海市
"乌兰察布市,呼伦贝尔市",93,乌兰察布市,呼伦贝尔市
"克拉玛依市,巴音郭楞蒙古自治州",93,克拉玛依市,巴音郭楞蒙古自治州
"温州市,湖州市",93,温州市,湖州市
"三明市,重庆市",93,三明市,重庆市
"宣城市,芜湖市",93,宣城市,芜湖市
"宜春市,宁波市",93,宜春市,宁波市
"中山市,重庆市",93,中山市,重庆市
"广州市,西安市",93,广州市,西安市
"眉山市,重庆市",93,眉山市,重庆市
"深圳市,南京市",93,深圳市,南京市
"周口市,上海市",93,周口市,上海市
"石家庄市,天津市",93,石家庄市,天津市
"怀化市,重庆市",93,怀化市,重庆市
"东莞市,湛江市",93,东莞市,湛江市
"北京市,通化市",93,北京市,通化市
"常德市,广州市",93,常德市,广州市
"苏州市,金华市",93,苏州市,金华市
"青岛市,日照市",93,青岛市,日照市
"岳阳市,深圳市",92,岳阳市,深圳市
"宿迁市,连云港市",92,宿迁市,连云港市
"烟台市,潍坊市",92,烟台市,潍坊市
"广州市,海口市",92,广州市,海口市
"三明市,苏州市",92,三明市,苏州市
"深圳市,襄阳市",92,深圳市,襄阳市
"福州市,深圳市",92,福州市,深圳市
"重庆市,恩施土家族苗族自治州",92,重庆市,恩施土家族苗族自治州
"东莞市,赣州市",92,东莞市,赣州市
"深圳市,海口市",92,深圳市,海口市
"邯郸市,天津市",91,邯郸市,天津市
"泉州市,宁德市",91,泉州市,宁德市
"兰州市,临夏回族自治州",91,兰州市,临夏回族自治州
"洛阳市,三门峡市",91,洛阳市,三门峡市
"许昌市,漯河市",91,许昌市,漯河市
"上海市,六安市",91,上海市,六安市
"北京市,聊城市",91,北京市,聊城市
"张家口市,北京市",91,张家口市,北京市
"四平市,大连市",91,四平市,大连市
"郴州市,衡阳市",91,郴州市,衡阳市
"深圳市,合肥市",91,深圳市,合肥市
"临沂市,济南市",91,临沂市,济南市
"兰州市,平凉市",91,兰州市,平凉市
"苏州市,宁波市",91,苏州市,宁波市
"南阳市,海西蒙古族藏族自治州",91,南阳市,海西蒙古族藏族自治州
"洛阳市,焦作市",91,洛阳市,焦作市
"珠海市,东莞市",90,珠海市,东莞市
"桂林市,广州市",90,桂林市,广州市
"天津市,广州市",90,天津市,广州市
"广州市,泉州市",90,广州市,泉州市
"上海市,滁州市",90,上海市,滁州市
"黔南布依族苗族自治州,黔东南苗族侗族自治州",90,黔南布依族苗族自治州,黔东南苗族侗族自治州
"深圳市,呼伦贝尔市",90,深圳市,呼伦贝尔市
"镇江市,苏州市",90,镇江市,苏州市
"来宾市,柳州市",90,来宾市,柳州市
"成都市,普洱市",90,成都市,普洱市
"永州市,长沙市",90,永州市,长沙市
"宿迁市,上海市",90,宿迁市,上海市
"黑河市,哈尔滨市",90,黑河市,哈尔滨市
"广州市,南昌市",90,广州市,南昌市
"牡丹江市,鸡西市",90,牡丹江市,鸡西市
"北京市,东莞市",90,北京市,东莞市
"宁波市,湖州市",90,宁波市,湖州市
"马鞍山市,通化市",90,马鞍山市,通化市
"嘉兴市,黔东南苗族侗族自治州",89,嘉兴市,黔东南苗族侗族自治州
"东莞市,清远市",89,东莞市,清远市
"肇庆市,云浮市",89,肇庆市,云浮市
"天水市,伊犁哈萨克自治州",89,天水市,伊犁哈萨克自治州
"赣州市,南昌市",89,赣州市,南昌市
"佛山市,韶关市",89,佛山市,韶关市
"泉州市,深圳市",89,泉州市,深圳市
"台州市,舟山市",89,台州市,舟山市
"重庆市,杭州市",89,重庆市,杭州市
"大连市,营口市",89,大连市,营口市
"宜昌市,恩施土家族苗族自治州",89,宜昌市,恩施土家族苗族自治州
"济南市,枣庄市",89,济南市,枣庄市
"深圳市,昆明市",89,深圳市,昆明市
"嘉兴市,温州市",89,嘉兴市,温州市
"温州市,黔南布依族苗族自治州",89,温州市,黔南布依族苗族自治州
"六安市,苏州市",89,六安市,苏州市
"北京市,巴音郭楞蒙古自治州",89,北京市,巴音郭楞蒙古自治州
"驻马店市,信阳市",89,驻马店市,信阳市
"邢台市,巴音郭楞蒙古自治州",89,邢台市,巴音郭楞蒙古自治州
"通化市,延边朝鲜族自治州",88,通化市,延边朝鲜族自治州
"攀枝花市,成都市",88,攀枝花市,成都市
"佛山市,成都市",88,佛山市,成都市
"咸阳市,塔城地区",88,咸阳市,塔城地区
"四平市,吉林市",88,四平市,吉林市
"丽水市,台州市",88,丽水市,台州市
"江门市,珠海市",88,江门市,珠海市
"益阳市,广州市",88,益阳市,广州市
"唐山市,重庆市",88,唐山市,重庆市
"宁波市,合肥市",88,宁波市,合肥市
"北京市,周口市",88,北京市,周口市
"郑州市,重庆市",88,郑州市,重庆市
"三明市,武汉市",88,三明市,武汉市
"温州市,上饶市",88,温州市,上饶市
"铜仁市,黔南布依族苗族自治州",88,铜仁市,黔南布依族苗族自治州
"赣州市,延边朝鲜族自治州",88,赣州市,延边朝鲜族自治州
"深圳市,海西蒙古族藏族自治州",88,深圳市,海西蒙古族藏族自治州
"滁州市,蚌埠市",88,滁州市,蚌埠市
"扬州市,无锡市",87,扬州市,无锡市
"长春市,呼伦贝尔市",87,长春市,呼伦贝尔市
"宿州市,苏州市",87,宿州市,苏州市
"徐州市,常州市",87,徐州市,常州市
"榆林市,鄂尔多斯市",87,榆林市,鄂尔多斯市
"深圳市,贵阳市",87,深圳市,贵阳市
"杭州市,郑州市",87,杭州市,郑州市
"合肥市,杭州市",87,合肥市,杭州市
"厦门市,宁德市",87,厦门市,宁德市
"丽水市,上海市",87,丽水市,上海市
"合肥市,铜陵市",87,合肥市,铜陵市
"包头市,兴安盟",87,包头市,兴安盟
"岳阳市,湘西土家族苗族自治州",87,岳阳市,湘西土家族苗族自治州
"大连市,鞍山市",87,大连市,鞍山市
"苏州市,芜湖市",87,苏州市,芜湖市
"三明市,金华市",87,三明市,金华市
"三明市,温州市",87,三明市,温州市
"潍坊市,烟台市",87,潍坊市,烟台市
"连云港市,南京市",87,连云港市,南京市
"温州市,沈阳市",87,温州市,沈阳市
"沈阳市,北京市",87,沈阳市,北京市
"郑州市,西安市",86,郑州市,西安市
"梧州市,南宁市",86,梧州市,南宁市
"双鸭山市,佳木斯市",86,双鸭山市,佳木斯市
"苏州市,温州市",86,苏州市,温州市
"成都市,北京市",86,成都市,北京市
"唐山市,北京市",86,唐山市,北京市
"温州市,长沙市",86,温州市,长沙市
"鹰潭市,南昌市",86,鹰潭市,南昌市
"温州市,泉州市",86,温州市,泉州市
"北京市,大理白族自治州",86,北京市,大理白族自治州
"揭阳市,惠州市",86,揭阳市,惠州市
"茂名市,佛山市",86,茂名市,佛山市
"三门峡市,郑州市",86,三门峡市,郑州市
"北京市,菏泽市",86,北京市,菏泽市
"绍兴市,苏州市",86,绍兴市,苏州市
"长春市,兴安盟",85,长春市,兴安盟
"临汾市,晋中市",85,临汾市,晋中市
"宁德市,温州市",85,宁德市,温州市
"上海市,大连市",85,上海市,大连市
"上海市,黔南布依族苗族自治州",85,上海市,黔南布依族苗族自治州
"沈阳市,兴安盟",85,沈阳市,兴安盟
"随州市,郑州市",85,随州市,郑州市
"平顶山市,洛阳市",85,平顶山市,洛阳市
"葫芦岛市,沈阳市",84,葫芦岛市,沈阳市
"克拉玛依市,新疆维吾尔自治区",84,克拉玛依市,新疆维吾尔自治区
"济南市,天津市",84,济南市,天津市
"亳州市,上海市",84,亳州市,上海市
"深圳市,吉安市",84,深圳市,吉安市
"荆门市,延边朝鲜族自治州",84,荆门市,延边朝鲜族自治州
"昆明市,迪庆藏族自治州",84,昆明市,迪庆藏族自治州
"天津市,沈阳市",84,天津市,沈阳市
"三明市,天津市",84,三明市,天津市
"深圳市,三亚市",84,深圳市,三亚市
"杭州市,南昌市",84,杭州市,南昌市
"呼和浩特市,巴彦淖尔市",84,呼和浩特市,巴彦淖尔市
"曲靖市,重庆市",84,曲靖市,重庆市
"黔南布依族苗族自治州,黔西南布依族苗族自治州",84,黔南布依族苗族自治州,黔西南布依族苗族自治州
"三明市,北京市",84,三明市,北京市
"广州市,郑州市",84,广州市,郑州市
"广州市,贵阳市",84,广州市,贵阳市
"江门市,深圳市",84,江门市,深圳市
"广州市,福州市",84,广州市,福州市
"张家界市,长沙市",84,张家界市,长沙市
"东莞市,揭阳市",84,东莞市,揭阳市
"衢州市,兴安盟",84,衢州市,兴安盟
"巴彦淖尔市,鄂尔多斯市",84,巴彦淖尔市,鄂尔多斯市
"成都市,宁波市",84,成都市,宁波市
"延安市,榆林市",84,延安市,榆林市
"大庆市,呼伦贝尔市",83,大庆市,呼伦贝尔市
"连云港市,常州市",83,连云港市,常州市
"钦州市,防城港市",83,钦州市,防城港市
"深圳市,通化市",83,深圳市,通化市
"遂宁市,重庆市",83,遂宁市,重庆市
"南京市,北京市",83,南京市,北京市
"衢州市,宁波市",83,衢州市,宁波市
"上海市,东莞市",83,上海市,东莞市
"汕尾市,惠州市",83,汕尾市,惠州市
"酒泉市,阿拉善盟",83,酒泉市,阿拉善盟
"无锡市,杭州市",83,无锡市,杭州市
"佛山市,湛江市",83,佛山市,湛江市
"河源市,东莞市",83,河源市,东莞市
"北京市,洛阳市",83,北京市,洛阳市
"武汉市,伊犁哈萨克自治州",83,武汉市,伊犁哈萨克自治州
"镇江市,无锡市",83,镇江市,无锡市
"保山市,大理白族自治州",83,保山市,大理白族自治州
"金华市,延边朝鲜族自治州",83,金华市,延边朝鲜族自治州
"邢台市,北京市",83,邢台市,北京市
"无锡市,徐州市",83,无锡市,徐州市
"上海市,上饶市",83,上海市,上饶市
"东莞市,河源市",83,东莞市,河源市
"汕尾市,东莞市",83,汕尾市,东莞市
"泰安市,济宁市",83,泰安市,济宁市
"海东市,海南藏族自治州",83,海东市,海南藏族自治州
"珠海市,佛山市",82,珠海市,佛山市
"通辽市,锡林郭勒盟",82,通辽市,锡林郭勒盟
"上海市,济南市",82,上海市,济南市
"襄阳市,湖北省",82,襄阳市,湖北省
"杭州市,南宁市",82,杭州市,南宁市
"广州市,呼伦贝尔市",82,广州市,呼伦贝尔市
"保定市,嘉兴市",82,保定市,嘉兴市
"宿迁市,徐州市",82,宿迁市,徐州市
"广州市,哈尔滨市",82,广州市,哈尔滨市
"深圳市,黄冈市",82,深圳市,黄冈市
"衡阳市,普洱市",82,衡阳市,普洱市
"吐鲁番市,重庆市",82,吐鲁番市,重庆市
"杭州市,芜湖市",82,杭州市,芜湖市
"七台河市,哈尔滨市",82,七台河市,哈尔滨市
"大同市,太原市",81,大同市,太原市
"潮州市,延边朝鲜族自治州",81,潮州市,延边朝鲜族自治州
"济宁市,菏泽市",81,济宁市,菏泽市
"北京市,济宁市",81,北京市,济宁市
"南昌市,景德镇市",81,南昌市,景德镇市
"云浮市,肇庆市",81,云浮市,肇庆市
"深圳市,阳江市",81,深圳市,阳江市
"焦作市,洛阳市",81,焦作市,洛阳市
"北京市,枣庄市",81,北京市,枣庄市
"镇江市,扬州市",81,镇江市,扬州市
"北京市,潍坊市",81,北京市,潍坊市
"商丘市,苏州市",81,商丘市,苏州市
"广元市,遵义市",81,广元市,遵义市
"东莞市,北京市",81,东莞市,北京市
"泉州市,赣州市",81,泉州市,赣州市
"广州市,宁波市",81,广州市,宁波市
"河池市,柳州市",81,河池市,柳州市
"兰州市,酒泉市",81,兰州市,酒泉市
"阿勒泰地区,巴音郭楞蒙古自治州",81,阿勒泰地区,巴音郭楞蒙古自治州
"合肥市,黄山市",81,合肥市,黄山市
"东莞市,苏州市",81,东莞市,苏州市
"武汉市,十堰市",81,武汉市,十堰市
"河源市,广州市",81,河源市,广州市
"太原市,晋城市",80,太原市,晋城市
"东莞市,玉林市",80,东莞市,玉林市
"成都市,攀枝花市",80,成都市,攀枝花市
"景德镇市,上饶市",80,景德镇市,上饶市
"北京市,赤峰市",80,北京市,赤峰市
"资阳市,内江市",80,资阳市,内江市
"上海市,淄博市",80,上海市,淄博市
"南平市,金华市",80,南平市,金华市
"嘉兴市,台州市",80,嘉兴市,台州市
"东莞市,永州市",80,东莞市,永州市
"天水市,兰州市",80,天水市,兰州市
"绥化市,盘锦市",80,绥化市,盘锦市
"兰州市,武威市",80,兰州市,武威市
"无锡市,宿迁市",80,无锡市,宿迁市
"天津市,保定市",80,天津市,保定市
"济宁市,枣庄市",79,济宁市,枣庄市
"揭阳市,佛山市",79,揭阳市,佛山市
"伊春市,哈尔滨市",79,伊春市,哈尔滨市
"无锡市,合肥市",79,无锡市,合肥市
"丹东市,沈阳市",79,丹东市,沈阳市
"广安市,达州市",79,广安市,达州市
"郑州市,上海市",79,郑州市,上海市
"长春市,白山市",79,长春市,白山市
"宁波市,武汉市",79,宁波市,武汉市
"大理白族自治州,重庆市",79,大理白族自治州,重庆市
"北京市,温州市",79,北京市,温州市
"深圳市,普洱市",79,深圳市,普洱市
"北京市,葫芦岛市",79,北京市,葫芦岛市
"东莞市,韶关市",79,东莞市,韶关市
"扬州市,淮安市",79,扬州市,淮安市
"喀什地区,阿克苏地区",79,喀什地区,阿克苏地区
"江门市,东莞市",79,江门市,东莞市
"珠海市,江门市",79,珠海市,江门市
"北京市,伊春市",79,北京市,伊春市
"洛阳市,平顶山市",79,洛阳市,平顶山市
"常州市,南通市",79,常州市,南通市
"保定市,重庆市",79,保定市,重庆市
"镇江市,上海市",78,镇江市,上海市
"苏州市,绍兴市",78,苏州市,绍兴市
"南通市,常州市",78,南通市,常州市
"秦皇岛市,温州市",78,秦皇岛市,温州市
"上海市,兴安盟",78,上海市,兴安盟
"杭州市,宣城市",78,杭州市,宣城市
"上海市,淮南市",78,上海市,淮南市
"遵义市,毕节市",78,遵义市,毕节市
"厦门市,南平市",78,厦门市,南平市
"杭州市,湖北省",78,杭州市,湖北省
"漳州市,海南省",78,漳州市,海南省
"上海市,昆明市",78,上海市,昆明市
"广州市,丽江市",78,广州市,丽江市
"济宁市,临沂市",78,济宁市,临沂市
"广州市,昆明市",78,广州市,昆明市
"深圳市,温州市",78,深圳市,温州市
"长沙市,湖北省",78,长沙市,湖北省
"宿迁市,常州市",78,宿迁市,常州市
"武汉市,杭州市",78,武汉市,杭州市
"深圳市,肇庆市",78,深圳市,肇庆市
"广州市,香港特别行政区",78,广州市,香港特别行政区
"恩施土家族苗族自治州,武汉市",78,恩施土家族苗族自治州,武汉市
"赣州市,广州市",77,赣州市,广州市
"鄂尔多斯市,呼伦贝尔市",77,鄂尔多斯市,呼伦贝尔市
"乌鲁木齐市,湘西土家族苗族自治州",77,乌鲁木齐市,湘西土家族苗族自治州
"娄底市,黔东南苗族侗族自治州",77,娄底市,黔东南苗族侗族自治州
"重庆市,宁波市",77,重庆市,宁波市
"郴州市,呼伦贝尔市",77,郴州市,呼伦贝尔市
"长沙市,东莞市",77,长沙市,东莞市
"平顶山市,海西蒙古族藏族自治州",77,平顶山市,海西蒙古族藏族自治州
"马鞍山市,上海市",77,马鞍山市,上海市
"宜春市,深圳市",77,宜春市,深圳市
